Date,Store,Field,Value
20260801,9690: Marietta OH,Tender: Grubhub Banda Burrito,
20260801,9690: Marietta OH,Tender: Grubhub VRB,
20260801,9690: Marietta OH,Tender: Grubhub VRM,
20260801,9690: Marietta OH,Tender: QR Pay,114.88
20260801,9690: Marietta OH,Tender: Online,70.35
20260801,9690: Marietta OH,Tender: Master Card,155.76
20260801,9690: Marietta OH,Tender: Visa,666.44
20260801,9690: Marietta OH,Tender: Discover,8.10
20260801,9690: Marietta OH,Tender: Debit,1167.07
20260801,9690: Marietta OH,Tender: American Express,125.79
20260801,9690: Marietta OH,Tender: Gift Card,
20260801,9690: Marietta OH,Tender: Cash,955.46
20260801,9690: Marietta OH,Credit Tips Paid,273.36
20260801,9690: Marietta OH,Cash Paid Outs - Non Adjusting,
20260801,9690: Marietta OH,Cash Paid Outs - Sales Adjusting,
20260801,9690: Marietta OH,Online Gross Sales,
20260801,9697: Findlay OH,Net Sales,4586.51
20260801,9697: Findlay OH,Total Sales Tax,281.14
20260801,9697: Findlay OH,Total Discounts,91.02
20260801,9697: Findlay OH,Major Category: Gift Card,
20260801,9697: Findlay OH,Tender: Door Dash,525.46
20260801,9697: Findlay OH,Tender: Doordash Banda Burrito,
20260801,9697: Findlay OH,Tender: Doordash VRB,18.38
20260801,9697: Findlay OH,Tender: Doordash VRM,17.09
20260801,9697: Findlay OH,Tender: Doordash Nathans,
20260801,9697: Findlay OH,Credit Tips Received,409.91
20260801,9697: Findlay OH,Tender: Uber Eats,60.14
20260801,9697: Findlay OH,Tender: Uber Eats Banda Burrito,
20260801,9697: Findlay OH,Tender: Uber Eats VR,
20260801,9697: Findlay OH,Tender: Uber Eats VRM,
20260801,9697: Findlay OH,Tender: Uber Eats Nathans,
20260801,9697: Findlay OH,Tender: Grub Hub,
20260801,9697: Findlay OH,Tender: Grubhub Banda Burrito,
20260801,9697: Findlay OH,Tender: Grubhub VRB,
20260801,9697: Findlay OH,Tender: Grubhub VRM,
20260801,9697: Findlay OH,Tender: QR Pay,215.38
20260801,9697: Findlay OH,Tender: Online,32.06
20260801,9697: Findlay OH,Tender: Master Card,633.84
20260801,9697: Findlay OH,Tender: Visa,798.45
20260801,9697: Findlay OH,Tender: Discover,96.52
20260801,9697: Findlay OH,Tender: Debit,1486.32
20260801,9697: Findlay OH,Tender: American Express,82.65
20260801,9697: Findlay OH,Tender: Gift Card,
20260801,9697: Findlay OH,Tender: Cash,1311.27
20260801,9697: Findlay OH,Credit Tips Paid,412.50
20260801,9697: Findlay OH,Cash Paid Outs - Non Adjusting,8.04
20260801,9697: Findlay OH,Cash Paid Outs - Sales Adjusting,
20260801,9697: Findlay OH,Online Gross Sales,
20260802,5164: Berkshire OH,Net Sales,4011.05
20260802,5164: Berkshire OH,Total Sales Tax,263.48
20260802,5164: Berkshire OH,Total Discounts,158.88
20260802,5164: Berkshire OH,Major Category: Gift Card,
20260802,5164: Berkshire OH,Tender: Door Dash,57.67
20260802,5164: Berkshire OH,Tender: Doordash Banda Burrito,
20260802,5164: Berkshire OH,Tender: Doordash VRB,
20260802,5164: Berkshire OH,Tender: Doordash VRM,
20260802,5164: Berkshire OH,Tender: Doordash Nathans,
20260802,5164: Berkshire OH,Credit Tips Received,533.53
20260802,5164: Berkshire OH,Tender: Uber Eats,45.35
20260802,5164: Berkshire OH,Tender: Uber Eats Banda Burrito,
20260802,5164: Berkshire OH,Tender: Uber Eats VR,
20260802,5164: Berkshire OH,Tender: Uber Eats VRM,
20260802,5164: Berkshire OH,Tender: Uber Eats Nathans,
20260802,5164: Berkshire OH,Tender: Grub Hub,
20260802,5164: Berkshire OH,Tender: Grubhub Banda Burrito,
20260802,5164: Berkshire OH,Tender: Grubhub VRB,
20260802,5164: Berkshire OH,Tender: Grubhub VRM,
20260802,5164: Berkshire OH,Tender: QR Pay,
20260802,5164: Berkshire OH,Tender: Online,57.64
20260802,5164: Berkshire OH,Tender: Master Card,733.06
20260802,5164: Berkshire OH,Tender: Visa,1875.46
20260802,5164: Berkshire OH,Tender: Discover,
20260802,5164: Berkshire OH,Tender: Debit,931.77
20260802,5164: Berkshire OH,Tender: American Express,40.86
20260802,5164: Berkshire OH,Tender: Gift Card,5.11
20260802,5164: Berkshire OH,Tender: Cash,1061.14
20260802,5164: Berkshire OH,Credit Tips Paid,638.77
20260802,5164: Berkshire OH,Cash Paid Outs - Non Adjusting,
20260802,5164: Berkshire OH,Cash Paid Outs - Sales Adjusting,
20260802,5164: Berkshire OH,Online Gross Sales,57.64
20260802,5165: Perrysburg OH,Net Sales,3814.36
20260802,5165: Perrysburg OH,Total Sales Tax,220.34
20260802,5165: Perrysburg OH,Total Discounts,129.04
20260802,5165: Perrysburg OH,Major Category: Gift Card,
20260802,5165: Perrysburg OH,Tender: Door Dash,195.81
20260802,5165: Perrysburg OH,Tender: Doordash Banda Burrito,
20260802,5165: Perrysburg OH,Tender: Doordash VRB,
20260802,5165: Perrysburg OH,Tender: Doordash VRM,
20260802,5165: Perrysburg OH,Tender: Doordash Nathans,
20260802,5165: Perrysburg OH,Credit Tips Received,327.46
20260802,5165: Perrysburg OH,Tender: Uber Eats,22.58
20260802,5165: Perrysburg OH,Tender: Uber Eats Banda Burrito,
20260802,5165: Perrysburg OH,Tender: Uber Eats VR,
20260802,5165: Perrysburg OH,Tender: Uber Eats VRM,
20260802,5165: Perrysburg OH,Tender: Uber Eats Nathans,
20260802,5165: Perrysburg OH,Tender: Grub Hub,
20260802,5165: Perrysburg OH,Tender: Grubhub Banda Burrito,
20260802,5165: Perrysburg OH,Tender: Grubhub VRB,
20260802,5165: Perrysburg OH,Tender: Grubhub VRM,
20260802,5165: Perrysburg OH,Tender: QR Pay,
20260802,5165: Perrysburg OH,Tender: Online,125.61
20260802,5165: Perrysburg OH,Tender: Master Card,752.74
20260802,5165: Perrysburg OH,Tender: Visa,1281.95
20260802,5165: Perrysburg OH,Tender: Discover,
20260802,5165: Perrysburg OH,Tender: Debit,955.88
20260802,5165: Perrysburg OH,Tender: American Express,35.65
20260802,5165: Perrysburg OH,Tender: Gift Card,
20260802,5165: Perrysburg OH,Tender: Cash,991.94
20260802,5165: Perrysburg OH,Credit Tips Paid,260.69
20260802,5165: Perrysburg OH,Cash Paid Outs - Non Adjusting,
20260802,5165: Perrysburg OH,Cash Paid Outs - Sales Adjusting,
20260802,5165: Perrysburg OH,Online Gross Sales,118.64
20260802,5166: Jeffersonville OH,Net Sales,3855.03
20260802,5166: Jeffersonville OH,Total Sales Tax,221.96
20260802,5166: Jeffersonville OH,Total Discounts,100.40
20260802,5166: Jeffersonville OH,Major Category: Gift Card,
20260802,5166: Jeffersonville OH,Tender: Door Dash,97.60
20260802,5166: Jeffersonville OH,Tender: Doordash Banda Burrito,
20260802,5166: Jeffersonville OH,Tender: Doordash VRB,85.49
20260802,5166: Jeffersonville OH,Tender: Doordash VRM,
20260802,5166: Jeffersonville OH,Tender: Doordash Nathans,
20260802,5166: Jeffersonville OH,Credit Tips Received,456.76
20260802,5166: Jeffersonville OH,Tender: Uber Eats,
20260802,5166: Jeffersonville OH,Tender: Uber Eats Banda Burrito,
20260802,5166: Jeffersonville OH,Tender: Uber Eats VR,
20260802,5166: Jeffersonville OH,Tender: Uber Eats VRM,
20260802,5166: Jeffersonville OH,Tender: Uber Eats Nathans,
20260802,5166: Jeffersonville OH,Tender: Grub Hub,
20260802,5166: Jeffersonville OH,Tender: Grubhub Banda Burrito,
20260802,5166: Jeffersonville OH,Tender: Grubhub VRB,
20260802,5166: Jeffersonville OH,Tender: Grubhub VRM,
20260802,5166: Jeffersonville OH,Tender: QR Pay,
20260802,5166: Jeffersonville OH,Tender: Online,62.22
20260802,5166: Jeffersonville OH,Tender: Master Card,736.42
20260802,5166: Jeffersonville OH,Tender: Visa,1712.73
20260802,5166: Jeffersonville OH,Tender: Discover,
20260802,5166: Jeffersonville OH,Tender: Debit,924.82
20260802,5166: Jeffersonville OH,Tender: American Express,156.72
20260802,5166: Jeffersonville OH,Tender: Gift Card,25.00
20260802,5166: Jeffersonville OH,Tender: Cash,732.75
20260802,5166: Jeffersonville OH,Credit Tips Paid,446.71
20260802,5166: Jeffersonville OH,Cash Paid Outs - Non Adjusting,56.00
20260802,5166: Jeffersonville OH,Cash Paid Outs - Sales Adjusting,
20260802,5166: Jeffersonville OH,Online Gross Sales,53.36
20260802,5167: Elizabethtown KY,Net Sales,4667.12
20260802,5167: Elizabethtown KY,Total Sales Tax,378.92
20260802,5167: Elizabethtown KY,Total Discounts,293.04
20260802,5167: Elizabethtown KY,Major Category: Gift Card,
20260802,5167: Elizabethtown KY,Tender: Door Dash,354.23
20260802,5167: Elizabethtown KY,Tender: Doordash Banda Burrito,
20260802,5167: Elizabethtown KY,Tender: Doordash VRB,110.90
20260802,5167: Elizabethtown KY,Tender: Doordash VRM,78.51
20260802,5167: Elizabethtown KY,Tender: Doordash Nathans,
20260802,5167: Elizabethtown KY,Credit Tips Received,383.47
20260802,5167: Elizabethtown KY,Tender: Uber Eats,57.88
20260802,5167: Elizabethtown KY,Tender: Uber Eats Banda Burrito,
20260802,5167: Elizabethtown KY,Tender: Uber Eats VR,
20260802,5167: Elizabethtown KY,Tender: Uber Eats VRM,
20260802,5167: Elizabethtown KY,Tender: Uber Eats Nathans,
20260802,5167: Elizabethtown KY,Tender: Grub Hub,17.94
20260802,5167: Elizabethtown KY,Tender: Grubhub Banda Burrito,
20260802,5167: Elizabethtown KY,Tender: Grubhub VRB,
20260802,5167: Elizabethtown KY,Tender: Grubhub VRM,
20260802,5167: Elizabethtown KY,Tender: QR Pay,
20260802,5167: Elizabethtown KY,Tender: Online,156.88
20260802,5167: Elizabethtown KY,Tender: Master Card,626.42
20260802,5167: Elizabethtown KY,Tender: Visa,2180.96
20260802,5167: Elizabethtown KY,Tender: Discover,110.52
20260802,5167: Elizabethtown KY,Tender: Debit,603.25
20260802,5167: Elizabethtown KY,Tender: American Express,95.20
20260802,5167: Elizabethtown KY,Tender: Gift Card,
20260802,5167: Elizabethtown KY,Tender: Cash,1036.82
20260802,5167: Elizabethtown KY,Credit Tips Paid,391.56
20260802,5167: Elizabethtown KY,Cash Paid Outs - Non Adjusting,
20260802,5167: Elizabethtown KY,Cash Paid Outs - Sales Adjusting,45.12
20260802,5167: Elizabethtown KY,Online Gross Sales,141.46
20260802,5168: Catlettsburg KY,Net Sales,2400.01
20260802,5168: Catlettsburg KY,Total Sales Tax,144.01
20260802,5168: Catlettsburg KY,Total Discounts,65.05
20260802,5168: Catlettsburg KY,Major Category: Gift Card,
20260802,5168: Catlettsburg KY,Tender: Door Dash,79.19
20260802,5168: Catlettsburg KY,Tender: Doordash Banda Burrito,
20260802,5168: Catlettsburg KY,Tender: Doordash VRB,
20260802,5168: Catlettsburg KY,Tender: Doordash VRM,
20260802,5168: Catlettsburg KY,Tender: Doordash Nathans,
20260802,5168: Catlettsburg KY,Credit Tips Received,268.83
20260802,5168: Catlettsburg KY,Tender: Uber Eats,57.38
20260802,5168: Catlettsburg KY,Tender: Uber Eats Banda Burrito,
20260802,5168: Catlettsburg KY,Tender: Uber Eats VR,
20260802,5168: Catlettsburg KY,Tender: Uber Eats VRM,
20260802,5168: Catlettsburg KY,Tender: Uber Eats Nathans,
20260802,5168: Catlettsburg KY,Tender: Grub Hub,
20260802,5168: Catlettsburg KY,Tender: Grubhub Banda Burrito,
20260802,5168: Catlettsburg KY,Tender: Grubhub VRB,
20260802,5168: Catlettsburg KY,Tender: Grubhub VRM,
20260802,5168: Catlettsburg KY,Tender: QR Pay,
20260802,5168: Catlettsburg KY,Tender: Online,15.89
20260802,5168: Catlettsburg KY,Tender: Master Card,355.63
20260802,5168: Catlettsburg KY,Tender: Visa,1005.38
20260802,5168: Catlettsburg KY,Tender: Discover,61.46
20260802,5168: Catlettsburg KY,Tender: Debit,631.74
20260802,5168: Catlettsburg KY,Tender: American Express,
20260802,5168: Catlettsburg KY,Tender: Gift Card,12.46
20260802,5168: Catlettsburg KY,Tender: Cash,593.72
20260802,5168: Catlettsburg KY,Credit Tips Paid,286.68
20260802,5168: Catlettsburg KY,Cash Paid Outs - Non Adjusting,58.92
20260802,5168: Catlettsburg KY,Cash Paid Outs - Sales Adjusting,
20260802,5168: Catlettsburg KY,Online Gross Sales,14.99
20260802,5169: Columbus OH,Net Sales,5473.18
20260802,5169: Columbus OH,Total Sales Tax,277.33
20260802,5169: Columbus OH,Total Discounts,97.80
20260802,5169: Columbus OH,Major Category: Gift Card,
20260802,5169: Columbus OH,Tender: Door Dash,595.32
20260802,5169: Columbus OH,Tender: Doordash Banda Burrito,
20260802,5169: Columbus OH,Tender: Doordash VRB,87.41
20260802,5169: Columbus OH,Tender: Doordash VRM,388.31
20260802,5169: Columbus OH,Tender: Doordash Nathans,
20260802,5169: Columbus OH,Credit Tips Received,459.90
20260802,5169: Columbus OH,Tender: Uber Eats,356.70
20260802,5169: Columbus OH,Tender: Uber Eats Banda Burrito,
20260802,5169: Columbus OH,Tender: Uber Eats VR,17.18
20260802,5169: Columbus OH,Tender: Uber Eats VRM,
20260802,5169: Columbus OH,Tender: Uber Eats Nathans,
20260802,5169: Columbus OH,Tender: Grub Hub,94.16
20260802,5169: Columbus OH,Tender: Grubhub Banda Burrito,
20260802,5169: Columbus OH,Tender: Grubhub VRB,
20260802,5169: Columbus OH,Tender: Grubhub VRM,60.34
20260802,5169: Columbus OH,Tender: QR Pay,
20260802,5169: Columbus OH,Tender: Online,172.94
20260802,5169: Columbus OH,Tender: Master Card,881.28
20260802,5169: Columbus OH,Tender: Visa,1870.01
