Date,Store,Field,Value
20260905,5168: Catlettsburg KY,Tender: Master Card,656.59
20260905,5168: Catlettsburg KY,Tender: Visa,1490.91
20260905,5168: Catlettsburg KY,Tender: Discover,97.17
20260905,5168: Catlettsburg KY,Tender: Debit,600.61
20260905,5168: Catlettsburg KY,Tender: American Express,50.72
20260905,5168: Catlettsburg KY,Tender: Gift Card,25.00
20260905,5168: Catlettsburg KY,Tender: Cash,1105.70
20260905,5168: Catlettsburg KY,Credit Tips Paid,441.48
20260905,5169: Columbus OH,Net Sales,3293.01
20260905,5169: Columbus OH,Total Sales Tax,203.71
20260905,5169: Columbus OH,Total Discounts,155.92
20260905,5169: Columbus OH,Tender: Door Dash,383.74
20260905,5169: Columbus OH,Tender: Doordash VRB,18.17
20260905,5169: Columbus OH,Tender: Doordash VRM,63.74
20260905,5169: Columbus OH,Credit Tips Received,294.26
20260905,5169: Columbus OH,Tender: Uber Eats,69.80
20260905,5169: Columbus OH,Tender: Uber Eats VR,71.03
20260905,5169: Columbus OH,Tender: Grub Hub,62.03
20260905,5169: Columbus OH,Tender: Grubhub VRM,15.89
20260905,5169: Columbus OH,Tender: QR Pay,308.04
20260905,5169: Columbus OH,Tender: Online,30.06
20260905,5169: Columbus OH,Tender: Master Card,547.73
20260905,5169: Columbus OH,Tender: Visa,863.97
20260905,5169: Columbus OH,Tender: Discover,56.53
20260905,5169: Columbus OH,Tender: Debit,577.72
20260905,5169: Columbus OH,Tender: American Express,49.20
20260905,5169: Columbus OH,Tender: Cash,673.33
20260905,5169: Columbus OH,Credit Tips Paid,410.15
20260905,5169: Columbus OH,Cash Paid Outs - Non Adjusting,160.00
20260905,7401: Youngstown OH,Net Sales,4087.12
20260905,7401: Youngstown OH,Total Sales Tax,157.86
20260905,7401: Youngstown OH,Total Discounts,85.18
20260905,7401: Youngstown OH,Tender: Door Dash,721.10
20260905,7401: Youngstown OH,Tender: Doordash Banda Burrito,52.57
20260905,7401: Youngstown OH,Tender: Doordash VRM,76.84
20260905,7401: Youngstown OH,Tender: Doordash Nathans,26.16
20260905,7401: Youngstown OH,Credit Tips Received,260.93
20260905,7401: Youngstown OH,Tender: Uber Eats,23.48
20260905,7401: Youngstown OH,Tender: Uber Eats VR,53.94
20260905,7401: Youngstown OH,Tender: Uber Eats Nathans,61.94
20260905,7401: Youngstown OH,Tender: Grub Hub,111.46
20260905,7401: Youngstown OH,Tender: Online,296.08
20260905,7401: Youngstown OH,Tender: Master Card,564.08
20260905,7401: Youngstown OH,Tender: Visa,406.71
20260905,7401: Youngstown OH,Tender: Discover,157.78
20260905,7401: Youngstown OH,Tender: Debit,836.83
20260905,7401: Youngstown OH,Tender: American Express,44.26
20260905,7401: Youngstown OH,Tender: Cash,1026.43
20260905,7401: Youngstown OH,Credit Tips Paid,195.20
20260905,7401: Youngstown OH,Online Gross Sales,283.85
20260905,9690: Marietta OH,Net Sales,2268.79
20260905,9690: Marietta OH,Total Sales Tax,147.10
20260905,9690: Marietta OH,Total Discounts,105.44
20260905,9690: Marietta OH,Tender: Door Dash,90.66
20260905,9690: Marietta OH,Credit Tips Received,179.30
20260905,9690: Marietta OH,Tender: Online,95.50
20260905,9690: Marietta OH,Tender: Master Card,280.95
20260905,9690: Marietta OH,Tender: Visa,158.34
20260905,9690: Marietta OH,Tender: Discover,77.05
20260905,9690: Marietta OH,Tender: Debit,1240.90
20260905,9690: Marietta OH,Tender: Gift Card,110.37
20260905,9690: Marietta OH,Tender: Cash,541.42
20260905,9690: Marietta OH,Credit Tips Paid,280.24
20260905,9697: Findlay OH,Net Sales,3865.96
20260905,9697: Findlay OH,Total Sales Tax,241.28
20260905,9697: Findlay OH,Total Discounts,65.45
20260905,9697: Findlay OH,Tender: Door Dash,311.97
20260905,9697: Findlay OH,Tender: Doordash VRB,28.37
20260905,9697: Findlay OH,Credit Tips Received,336.06
20260905,9697: Findlay OH,Tender: QR Pay,99.42
20260905,9697: Findlay OH,Tender: Online,72.75
20260905,9697: Findlay OH,Tender: Master Card,415.16
20260905,9697: Findlay OH,Tender: Visa,822.06
20260905,9697: Findlay OH,Tender: Discover,102.27
20260905,9697: Findlay OH,Tender: Debit,1588.73
20260905,9697: Findlay OH,Tender: Gift Card,42.39
20260905,9697: Findlay OH,Tender: Cash,960.18
20260905,9697: Findlay OH,Credit Tips Paid,235.73
